target_id,model_name
P28873,Benomyl/methotrexate resistance protein
P28907,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1
P29218,Inositol monophosphatase 1
P29274,Adenosine receptor A2a
P29275,Adenosine receptor A2b
P29317,Ephrin type-A receptor 2
P29320,Ephrin type-A receptor 3
P29322,Ephrin type-A receptor 8
P29323,Ephrin type-B receptor 2
P29350,Tyrosine-protein phosphatase non-receptor type 6
P29371,Neuromedin-K receptor
P29372,DNA-3-methyladenine glycosylase
P29375,Lysine-specific demethylase 5A
P29376,Leukocyte tyrosine kinase receptor
P29459,Interleukin-12 subunit alpha
P29466,Caspase-1
P29473,"Nitric oxide synthase, endothelial"
P29474,"Nitric oxide synthase, endothelial"
P29475,"Nitric oxide synthase, brain"
P29597,Non-receptor tyrosine-protein kinase TYK2
P29990,Genome polyprotein
P30085,UMP-CMP kinase
P30086,Phosphatidylethanolamine-binding protein 1
P30098,Neuromedin-K receptor
P30099,"Cytochrome P450 11B2, mitochondrial"
P30281,G1/S-specific cyclin-D3
P30291,Wee1-like protein kinase
P30304,M-phase inducer phosphatase 1
P30305,M-phase inducer phosphatase 2
P30307,M-phase inducer phosphatase 3
P30411,B2 bradykinin receptor
P30419,Glycylpeptide N-tetradecanoyltransferase 1
P30518,Vasopressin V2 receptor
P30519,Heme oxygenase 2
P30530,Tyrosine-protein kinase receptor UFO
P30531,Sodium- and chloride-dependent GABA transporter 1
P30536,Translocator protein
P30542,Adenosine receptor A1
P30545,Alpha-2B adrenergic receptor
P30547,Substance-P receptor
P30556,Type-1 angiotensin II receptor
P30557,Prostaglandin E2 receptor EP3 subtype
P30559,Oxytocin receptor
P30729,D(4) dopamine receptor
P30793,GTP cyclohydrolase 1
P30837,"Aldehyde dehydrogenase X, mitochondrial"
P30838,"Aldehyde dehydrogenase, dimeric NADP-preferring"
P30872,Somatostatin receptor type 1
P30874,Somatostatin receptor type 2
P30926,Neuronal acetylcholine receptor subunit beta-4
P30939,5-hydroxytryptamine receptor 1F
P30940,5-hydroxytryptamine receptor 1F
P30968,Gonadotropin-releasing hormone receptor
P30988,Calcitonin receptor
P30989,Neurotensin receptor type 1
P30996,Botulinum neurotoxin type F
P31152,Mitogen-activated protein kinase 4
P31153,S-adenosylmethionine synthase isoform type-2
P31213,3-oxo-5-alpha-steroid 4-dehydrogenase 2
P31350,Ribonucleoside-diphosphate reductase subunit M2
P31388,5-hydroxytryptamine receptor 6
P31389,Histamine H1 receptor
P31391,Somatostatin receptor type 4
P31644,Gamma-aminobutyric acid receptor subunit alpha-5
P31645,Sodium-dependent serotonin transporter
P31651,Sodium- and chloride-dependent betaine transporter
P31689,DnaJ homolog subfamily A member 1
P31749,RAC-alpha serine/threonine-protein kinase
P31751,RAC-beta serine/threonine-protein kinase
P31939,Bifunctional purine biosynthesis protein PURH
P31941,DNA dC->dU-editing enzyme APOBEC-3A
P32238,Cholecystokinin receptor type A
P32239,Gastrin/cholecystokinin type B receptor
P32241,Vasoactive intestinal polypeptide receptor 1
P32245,Melanocortin receptor 4
P32246,C-C chemokine receptor type 1
P32247,Bombesin receptor subtype-3
P32297,Neuronal acetylcholine receptor subunit alpha-3
P32298,G protein-coupled receptor kinase 4
P32302,C-X-C chemokine receptor type 5
P32418,Sodium/calcium exchanger 1
P32745,Somatostatin receptor type 3
P32929,Cystathionine gamma-lyase
P33032,Melanocortin receptor 5
P33260,Cytochrome P450 2C18
P33261,Cytochrome P450 2C19
P33402,Guanylate cyclase soluble subunit alpha-2
P33527,Multidrug resistance-associated protein 1
P33981,Dual specificity protein kinase TTK
P33991,DNA replication licensing factor MCM4
P34897,"Serine hydroxymethyltransferase, mitochondrial"
P34903,Gamma-aminobutyric acid receptor subunit alpha-3
P34913,Bifunctional epoxide hydrolase 2
P34947,G protein-coupled receptor kinase 5
P34949,Mannose-6-phosphate isomerase
P34969,5-hydroxytryptamine receptor 7
P34972,Cannabinoid receptor 2
P34981,Thyrotropin-releasing hormone receptor
P34995,Prostaglandin E2 receptor EP1 subtype
P34998,Corticotropin-releasing factor receptor 1
P35030,Trypsin-3
P35218,"Carbonic anhydrase 5A, mitochondrial"
P35222,Catenin beta-1
P35228,"Nitric oxide synthase, inducible"
P35236,Tyrosine-protein phosphatase non-receptor type 7
P35270,Sepiapterin reductase
P35346,Somatostatin receptor type 5
P35348,Alpha-1A adrenergic receptor
P35354,Prostaglandin G/H synthase 2
P35367,Histamine H1 receptor
P35368,Alpha-1B adrenergic receptor
P35372,Mu-type opioid receptor
P35398,Nuclear receptor ROR-alpha
P35405,Alpha-2C adrenergic receptor
P35406,D(1) dopamine receptor
P35408,Prostaglandin E2 receptor EP4 subtype
P35414,Apelin receptor
P35462,D(3) dopamine receptor
P35475,Alpha-L-iduronidase
P35498,Sodium channel protein type 1 subunit alpha
P35499,Sodium channel protein type 4 subunit alpha
P35520,Cystathionine beta-synthase
P35523,Chloride channel protein 1
P35568,Insulin receptor substrate 1
P35579,Myosin-9
P35580,Myosin-10
P35590,Tyrosine-protein kinase receptor Tie-1
P35610,Sterol O-acyltransferase 1
P35626,Beta-adrenergic receptor kinase 2
P35670,Copper-transporting ATPase 2
P35790,Choline kinase alpha
P35869,Aryl hydrocarbon receptor
P35913,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta"
P35916,Vascular endothelial growth factor receptor 3
P35968,Vascular endothelial growth factor receptor 2
P36507,Dual specificity mitogen-activated protein kinase kinase 2
P36537,UDP-glucuronosyltransferase 2B10
P36544,Neuronal acetylcholine receptor subunit alpha-7
P36639,"7,8-dihydro-8-oxoguanine triphosphatase"
P36888,Receptor-type tyrosine-protein kinase FLT3
P36894,Bone morphogenetic protein receptor type-1A
P36896,Activin receptor type-1B
P36897,TGF-beta receptor type-1
P37023,Serine/threonine-protein kinase receptor R3
P37058,Testosterone 17-beta-dehydrogenase 3
P37059,Estradiol 17-beta-dehydrogenase 2
P37088,Amiloride-sensitive sodium channel subunit alpha
P37173,TGF-beta receptor type-2
P37231,Peroxisome proliferator-activated receptor gamma
P37268,Squalene synthase
P37288,Vasopressin V1a receptor
P37840,Alpha-synuclein
P38117,Electron transfer flavoprotein subunit beta
P38417,Linoleate 9S-lipoxygenase-4
P38936,Cyclin-dependent kinase inhibitor 1
P39051,Trypanothione reductase
P39086,"Glutamate receptor ionotropic, kainate 1"
P39898,Plasmepsin-1
P39900,Macrophage metalloelastase
P40261,Nicotinamide N-methyltransferase
P40306,Proteasome subunit beta type-10
P40763,Signal transducer and activator of transcription 3
P40881,Carbonic anhydrase
P40925,"Malate dehydrogenase, cytoplasmic"
P40926,"Malate dehydrogenase, mitochondrial"
P41143,Delta-type opioid receptor
P41144,Kappa-type opioid receptor
P41145,Kappa-type opioid receptor
P41146,Nociceptin receptor
P41231,P2Y purinoceptor 2
P41235,Hepatocyte nuclear factor 4-alpha
P41240,Tyrosine-protein kinase CSK
P41250,Glycine--tRNA ligase
P41279,Mitogen-activated protein kinase kinase kinase 8
P41440,Reduced folate transporter
P41594,Metabotropic glutamate receptor 5
P41595,5-hydroxytryptamine receptor 2B
P41597,C-C chemokine receptor type 2
P41743,Protein kinase C iota type
P41968,Melanocortin receptor 3
P41986,Muscarinic acetylcholine receptor M4
P42224,Signal transducer and activator of transcription 1-alpha/beta
P42261,Glutamate receptor 1
P42262,Glutamate receptor 2
P42263,Glutamate receptor 3
P42285,Exosome RNA helicase MTR4
P42330,Aldo-keto reductase family 1 member C3
P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
P42338,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"
P42345,Serine/threonine-protein kinase mTOR
P42356,Phosphatidylinositol 4-kinase alpha
P42574,Caspase-3
P42679,Megakaryocyte-associated tyrosine-protein kinase
P42680,Tyrosine-protein kinase Tec
P42681,Tyrosine-protein kinase TXK
P42684,Tyrosine-protein kinase ABL2
P42685,Tyrosine-protein kinase FRK
P42785,Lysosomal Pro-X carboxypeptidase
P42892,Endothelin-converting enzyme 1
P43071,Multidrug resistance protein CDR1
P43088,Prostaglandin F2-alpha receptor
P43115,Prostaglandin E2 receptor EP3 subtype
P43116,Prostaglandin E2 receptor EP2 subtype
P43119,Prostacyclin receptor
P43166,Carbonic anhydrase 7
P43220,Glucagon-like peptide 1 receptor
P43235,Cathepsin K
P43250,G protein-coupled receptor kinase 6
P43289,Shaggy-related protein kinase gamma
P43351,DNA repair protein RAD52 homolog
P43354,Nuclear receptor subfamily 4 group A member 2
P43367,Calpain-2 catalytic subunit
P43403,Tyrosine-protein kinase ZAP-70
P43405,Tyrosine-protein kinase SYK
P43490,Nicotinamide phosphoribosyltransferase
P43681,Neuronal acetylcholine receptor subunit alpha-4
P43686,26S proteasome regulatory subunit 6B
P45379,"Troponin T, cardiac muscle"
P45452,Collagenase 3
P45983,Mitogen-activated protein kinase 8
P45984,Mitogen-activated protein kinase 9
P45985,Dual specificity mitogen-activated protein kinase kinase 4
P46059,Solute carrier family 15 member 1
P46089,G-protein coupled receptor 3
P46098,5-hydroxytryptamine receptor 3A
P46109,Crk-like protein
P46116,Rhomboid protease AarA
P46510,Carbonic anhydrase
P46527,Cyclin-dependent kinase inhibitor 1B
P46616,Adenosine receptor A2a
P46627,Gastrin/cholecystokinin type B receptor
P46720,Solute carrier organic anion transporter family member 1A1
P46734,Dual specificity mitogen-activated protein kinase kinase 3
P46925,Plasmepsin-2
P47211,Galanin receptor type 1
P47745,Adenosine receptor A1
P47747,Histamine H2 receptor
P47869,Gamma-aminobutyric acid receptor subunit alpha-2
P47870,Gamma-aminobutyric acid receptor subunit beta-2
P47871,Glucagon receptor
P47895,Aldehyde dehydrogenase family 1 member A3
P47898,5-hydroxytryptamine receptor 5A
P47901,Vasopressin V1b receptor
P47989,Xanthine dehydrogenase/oxidase
P48039,Melatonin receptor type 1A
P48050,Inward rectifier potassium channel 4
P48051,G protein-activated inward rectifier potassium channel 2
P48058,Glutamate receptor 4
P48065,Sodium- and chloride-dependent betaine transporter
P48066,Sodium- and chloride-dependent GABA transporter 3
P48067,Sodium- and chloride-dependent glycine transporter 1
P48145,Neuropeptides B/W receptor type 1
P48147,Prolyl endopeptidase
P48167,Glycine receptor subunit beta
P48169,Gamma-aminobutyric acid receptor subunit alpha-4
P48426,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha
P48443,Retinoic acid receptor RXR-gamma
P48544,G protein-activated inward rectifier potassium channel 4
P48547,Potassium voltage-gated channel subfamily C member 1
P48729,Casein kinase I isoform alpha
P48730,Casein kinase I isoform delta
P48735,"Isocitrate dehydrogenase [NADP], mitochondrial"
P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform"
P48764,Sodium/hydrogen exchanger 3
P48995,Short transient receptor potential channel 1
P49019,Hydroxycarboxylic acid receptor 3
P49137,MAP kinase-activated protein kinase 2
P49146,Neuropeptide Y receptor type 2
P49281,Natural resistance-associated macrophage protein 2
P49286,Melatonin receptor type 1B
P49327,Fatty acid synthase
P49336,Cyclin-dependent kinase 8
P49407,Beta-arrestin-1
P49411,"Elongation factor Tu, mitochondrial"
P49585,Choline-phosphate cytidylyltransferase A
P49589,"Cysteine--tRNA ligase, cytoplasmic"
P49662,Caspase-4
P49674,Casein kinase I isoform epsilon
P49720,Proteasome subunit beta type-3
P49721,Proteasome subunit beta type-2
P49748,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"
P49759,Dual specificity protein kinase CLK1
P49760,Dual specificity protein kinase CLK2
P49761,Dual specificity protein kinase CLK3
P49768,Presenilin-1
P49810,Presenilin-2
P49840,Glycogen synthase kinase-3 alpha
P49841,Glycogen synthase kinase-3 beta
P49862,Kallikrein-7
P49895,Type I iodothyronine deiodinase
P50052,Type-2 angiotensin II receptor
P50225,Sulfotransferase 1A1
P50281,Matrix metalloproteinase-14
P50406,5-hydroxytryptamine receptor 6
P50407,5-hydroxytryptamine receptor 7
P50416,"Carnitine O-palmitoyltransferase 1, liver isoform"
P50482,Sodium/hydrogen exchanger 2
P50579,Methionine aminopeptidase 2
P50613,Cyclin-dependent kinase 7
P50750,Cyclin-dependent kinase 9
P50993,Sodium/potassium-transporting ATPase subunit alpha-2
P51149,Ras-related protein Rab-7a
P51159,Ras-related protein Rab-27A
P51160,"Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'"
P51164,Potassium-transporting ATPase subunit beta
P51449,Nuclear receptor ROR-gamma
P51451,Tyrosine-protein kinase Blk
P51452,Dual specificity protein phosphatase 3
P51531,Probable global transcription activator SNF2L2
P51570,Galactokinase
P51575,P2X purinoceptor 1
P51580,Thiopurine S-methyltransferase
P51582,P2Y purinoceptor 4
P51589,Cytochrome P450 2J2
P51617,Interleukin-1 receptor-associated kinase 1
P51677,C-C chemokine receptor type 3
P51679,C-C chemokine receptor type 4
P51681,C-C chemokine receptor type 5
P51684,C-C chemokine receptor type 6
P51685,C-C chemokine receptor type 8
P51787,Potassium voltage-gated channel subfamily KQT member 1
P51788,Chloride channel protein 2
P51798,H(+)/Cl(-) exchange transporter 7
P51812,Ribosomal protein S6 kinase alpha-3
P51813,Cytoplasmic tyrosine-protein kinase BMX
P51817,cAMP-dependent protein kinase catalytic subunit PRKX
P51843,Nuclear receptor subfamily 0 group B member 1
P51878,Caspase-5
P51946,Cyclin-H
P51948,CDK-activating kinase assembly factor MAT1
P51955,Serine/threonine-protein kinase Nek2
P51956,Serine/threonine-protein kinase Nek3
P51957,Serine/threonine-protein kinase Nek4
P52209,"6-phosphogluconate dehydrogenase, decarboxylating"
P52292,Importin subunit alpha-1
P52333,Tyrosine-protein kinase JAK3
P52564,Dual specificity mitogen-activated protein kinase kinase 6
P52702,D(2) dopamine receptor
P52703,D(3) dopamine receptor
P52732,Kinesin-like protein KIF11
P52895,Aldo-keto reductase family 1 member C2
P53350,Serine/threonine-protein kinase PLK1
P53355,Death-associated protein kinase 1
P53582,Methionine aminopeptidase 1
P53667,LIM domain kinase 1
P53671,LIM domain kinase 2
P53778,Mitogen-activated protein kinase 12
P53779,Mitogen-activated protein kinase 10
P54219,Chromaffin granule amine transporter
P54290,Voltage-dependent calcium channel subunit alpha-2/delta-1
P54300,Autoinducer 2-binding periplasmic protein LuxP
P54577,"Tyrosine--tRNA ligase, cytoplasmic"
P54619,5'-AMP-activated protein kinase subunit gamma-1
P54646,5'-AMP-activated protein kinase catalytic subunit alpha-2
P54707,Potassium-transporting ATPase alpha chain 2
P54708,Potassium-transporting ATPase alpha chain 2
P54709,Sodium/potassium-transporting ATPase subunit beta-3
P54710,Sodium/potassium-transporting ATPase subunit gamma
P54750,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A"
P54753,Ephrin type-B receptor 3
P54756,Ephrin type-A receptor 5
P54760,Ephrin type-B receptor 4
P54762,Ephrin type-B receptor 1
P54764,Ephrin type-A receptor 4
P54819,"Adenylate kinase 2, mitochondrial"
P54829,Tyrosine-protein phosphatase non-receptor type 5
P55011,Solute carrier family 12 member 2
P55017,Solute carrier family 12 member 3
P55055,Oxysterols receptor LXR-beta
P55072,Transitional endoplasmic reticulum ATPase
P55210,Caspase-7
P55211,Caspase-9
P55212,Caspase-6
P55263,Adenosine kinase
P55786,Puromycin-sensitive aminopeptidase
P55789,FAD-linked sulfhydryl oxidase ALR
P56373,P2X purinoceptor 3
P56524,Histone deacetylase 4
P56696,Potassium voltage-gated channel subfamily KQT member 4
P56817,Beta-secretase 1
P57058,Hormonally up-regulated neu tumor-associated kinase
P57059,Serine/threonine-protein kinase SIK1
P57078,Receptor-interacting serine/threonine-protein kinase 4
P57789,Potassium channel subfamily K member 10
P58154,Acetylcholine-binding protein
P58335,Anthrax toxin receptor 2
P59264,Basic phospholipase A2 PLA-A
P59533,Taste receptor type 2 member 38
P59534,Taste receptor type 2 member 39
P59535,Taste receptor type 2 member 40
P59536,Taste receptor type 2 member 41
P59537,Taste receptor type 2 member 43
P59538,Taste receptor type 2 member 31
P59539,Taste receptor type 2 member 45
P59540,Taste receptor type 2 member 46
P59541,Taste receptor type 2 member 30
P59542,Taste receptor type 2 member 19
P59543,Taste receptor type 2 member 20
P59544,Taste receptor type 2 member 50
P59551,Taste receptor type 2 member 60
P60484,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"
P60568,Interleukin-2
P60842,Eukaryotic initiation factor 4A-I
P60900,Proteasome subunit alpha type-6
P60903,Protein S100-A10
P60953,Cell division control protein 42 homolog
P61019,Ras-related protein Rab-2A
P61024,Cyclin-dependent kinases regulatory subunit 1
P61026,Ras-related protein Rab-10
P61088,Ubiquitin-conjugating enzyme E2 N
P61158,Actin-related protein 3
P61160,Actin-related protein 2
P61604,"10 kDa heat shock protein, mitochondrial"
P61626,Lysozyme C
P61769,Beta-2-microglobulin
P61925,cAMP-dependent protein kinase inhibitor alpha
P61956,Small ubiquitin-related modifier 2
P61981,14-3-3 protein gamma
P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit
P62343,Calcium-dependent protein kinase 1
P62508,Estrogen-related receptor gamma
P62826,GTP-binding nuclear protein Ran
P62942,Peptidyl-prolyl cis-trans isomerase FKBP1A
P63000,Ras-related C3 botulinum toxin substrate 1
P63165,Small ubiquitin-related modifier 1
P63279,SUMO-conjugating enzyme UBC9
P63316,"Troponin C, slow skeletal and cardiac muscles"
P67775,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform
P67870,Casein kinase II subunit beta
P68363,Tubulin alpha-1B chain
P68366,Tubulin alpha-4A chain
P68371,Tubulin beta-4B chain
P68400,Casein kinase II subunit alpha
P68515,Bradykinin-potentiating and C-type natriuretic peptides
P70682,Prostaglandin G/H synthase 2
P78324,Tyrosine-protein phosphatase non-receptor type substrate 1
P78329,Cytochrome P450 4F2
P78334,Gamma-aminobutyric acid receptor subunit epsilon
P78348,Acid-sensing ion channel 1
P78356,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
P78362,SRSF protein kinase 2
P78368,Casein kinase I isoform gamma-2
P78396,Cyclin-A1
P78417,Glutathione S-transferase omega-1
P78508,ATP-sensitive inward rectifier potassium channel 10
P78527,DNA-dependent protein kinase catalytic subunit
P78536,Disintegrin and metalloproteinase domain-containing protein 17
P78600,"Proline--tRNA ligase, cytoplasmic"
P79148,Beta-1 adrenergic receptor
P79400,5-hydroxytryptamine receptor 1D
P80192,Mitogen-activated protein kinase kinase kinase 9
P80209,Cathepsin D
P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2
P81172,Hepcidin
P81178,"Aldehyde dehydrogenase, mitochondrial"
P81721,Vesicular acetylcholine transporter
P81908,Cholinesterase
P83512,Snake venom metalloproteinase BaP1
P84022,Mothers against decapentaplegic homolog 3
P86926,"RNA-editing ligase 1, mitochondrial"
P88142,Pol polyprotein
P90584,MO15-related protein kinase Pfmrk
P97266,Mu-type opioid receptor
P97687,Ectonucleoside triphosphate diphosphohydrolase 1
P98170,E3 ubiquitin-protein ligase XIAP
P98187,Cytochrome P450 4F8
Q00526,Cyclin-dependent kinase 3
Q00532,Cyclin-dependent kinase-like 1
Q00534,Cyclin-dependent kinase 6
Q00535,Cyclin-dependent-like kinase 5
Q00536,Cyclin-dependent kinase 16
Q00537,Cyclin-dependent kinase 17
Q00613,Heat shock factor protein 1
Q00653,Nuclear factor NF-kappa-B p100 subunit
Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3
Q00796,Sorbitol dehydrogenase
Q00910,Solute carrier organic anion transporter family member 2A1
Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B
Q00987,E3 ubiquitin-protein ligase Mdm2
Q00G26,Perilipin-5
Q01064,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B"
Q01118,Sodium channel protein type 7 subunit alpha
Q01196,Runt-related transcription factor 1
Q01469,Fatty acid-binding protein 5
Q01558,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic"
Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
Q01693,Bacterial leucyl aminopeptidase
Q01813,"ATP-dependent 6-phosphofructokinase, platelet type"
Q01860,"POU domain, class 5, transcription factor 1"
Q01959,Sodium-dependent dopamine transporter
Q01970,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3"
Q02108,Guanylate cyclase soluble subunit alpha-1
Q02127,"Dihydroorotate dehydrogenase (quinone), mitochondrial"
Q02153,Guanylate cyclase soluble subunit beta-1
Q02156,Protein kinase C epsilon type
Q02294,Voltage-dependent N-type calcium channel subunit alpha-1B
Q02410,Amyloid-beta A4 precursor protein-binding family A member 1
Q02750,Dual specificity mitogen-activated protein kinase kinase 1
Q02763,Angiopoietin-1 receptor
Q02779,Mitogen-activated protein kinase kinase kinase 10
Q02790,Peptidyl-prolyl cis-trans isomerase FKBP4
Q02880,DNA topoisomerase 2-beta
Q02928,Cytochrome P450 4A11
Q03164,Histone-lysine N-methyltransferase 2A
Q03181,Peroxisome proliferator-activated receptor delta
Q04206,Transcription factor p65
Q04609,Glutamate carboxypeptidase 2
Q04671,P protein
Q04759,Protein kinase C theta type
Q04760,Lactoylglutathione lyase
Q04771,Activin receptor type-1
Q04828,Aldo-keto reductase family 1 member C1
Q04912,Macrophage-stimulating protein receptor
Q05209,Tyrosine-protein phosphatase non-receptor type 12
Q05320,Envelope glycoprotein
Q05397,Focal adhesion kinase 1
Q05513,Protein kinase C zeta type
Q05586,"Glutamate receptor ionotropic, NMDA 1"
Q05655,Protein kinase C delta type
Q05940,Synaptic vesicular amine transporter
Q05BQ5,MBT domain-containing protein 1
Q06124,Tyrosine-protein phosphatase non-receptor type 11
Q06187,Tyrosine-protein kinase BTK
Q06203,Amidophosphoribosyltransferase
Q06278,Aldehyde oxidase
Q06418,Tyrosine-protein kinase receptor TYRO3
Q06520,Bile salt sulfotransferase
Q06609,DNA repair protein RAD51 homolog 1
Q06710,Paired box protein Pax-8
Q07001,Acetylcholine receptor subunit delta
Q07002,Cyclin-dependent kinase 18
Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
Q07422,Bifunctional dihydrofolate reductase-thymidylate synthase
Q07652,Voltage-dependent R-type calcium channel subunit alpha-1E
Q07817,Bcl-2-like protein 1
Q07820,Induced myeloid leukemia cell differentiation protein Mcl-1
Q07869,Peroxisome proliferator-activated receptor alpha
Q07912,Activated CDC42 kinase 1
Q07973,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial"
Q08209,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform
Q08345,Epithelial discoidin domain-containing receptor 1
Q08477,Cytochrome P450 4F3
Q08493,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C"
Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
Q08881,Tyrosine-protein kinase ITK/TSK
Q09013,Myotonin-protein kinase
Q09427,ATP-binding cassette sub-family C member 8
Q09428,ATP-binding cassette sub-family C member 8
Q09470,Potassium voltage-gated channel subfamily A member 1
Q09472,Histone acetyltransferase p300
Q0PJ46,Lactate dehydrogenase
Q0PNE2,Elongator complex protein 6
Q11130,"Alpha-(1,3)-fucosyltransferase 7"
Q12772,Sterol regulatory element-binding protein 2
Q12791,Calcium-activated potassium channel subunit alpha-1
Q12797,Aspartyl/asparaginyl beta-hydroxylase
Q12809,Potassium voltage-gated channel subfamily H member 2
Q12851,Mitogen-activated protein kinase kinase kinase kinase 2
Q12852,Mitogen-activated protein kinase kinase kinase 12
Q12866,Tyrosine-protein kinase Mer
Q12879,"Glutamate receptor ionotropic, NMDA 2A"
Q12908,Ileal sodium/bile acid cotransporter
Q13002,"Glutamate receptor ionotropic, kainate 2"
Q13003,"Glutamate receptor ionotropic, kainate 3"
Q13043,Serine/threonine-protein kinase 4
Q13093,Platelet-activating factor acetylhydrolase
Q13107,Ubiquitin carboxyl-terminal hydrolase 4
Q13114,TNF receptor-associated factor 3
Q13129,Zinc finger protein Rlf
Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1
Q13133,Oxysterols receptor LXR-alpha
Q13153,Serine/threonine-protein kinase PAK 1
Q13163,Dual specificity mitogen-activated protein kinase kinase 5
Q13164,Mitogen-activated protein kinase 7
Q13177,Serine/threonine-protein kinase PAK 2
Q13188,Serine/threonine-protein kinase 3
Q13224,"Glutamate receptor ionotropic, NMDA 2B"
Q13231,Chitotriosidase-1
Q13233,Mitogen-activated protein kinase kinase kinase 1
Q13237,cGMP-dependent protein kinase 2
Q13255,Metabotropic glutamate receptor 1
Q13258,Prostaglandin D2 receptor
Q13285,Steroidogenic factor 1
Q13304,Uracil nucleotide/cysteinyl leukotriene receptor
Q13309,S-phase kinase-associated protein 2
Q13315,Serine-protein kinase ATM
Q13324,Corticotropin-releasing factor receptor 2
Q13332,Receptor-type tyrosine-protein phosphatase S
Q13370,"cGMP-inhibited 3',5'-cyclic phosphodiesterase B"
Q13393,Phospholipase D1
Q13418,Integrin-linked protein kinase
Q13443,Disintegrin and metalloproteinase domain-containing protein 9
Q13464,Rho-associated protein kinase 1
Q13470,Non-receptor tyrosine-protein kinase TNK1
Q13507,Short transient receptor potential channel 3
Q13509,Tubulin beta-3 chain
Q13510,Acid ceramidase
Q13523,Serine/threonine-protein kinase PRP4 homolog
Q13526,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
Q13535,Serine/threonine-protein kinase ATR
Q13546,Receptor-interacting serine/threonine-protein kinase 1
Q13547,Histone deacetylase 1
Q13554,Calcium/calmodulin-dependent protein kinase type II subunit beta
Q13555,Calcium/calmodulin-dependent protein kinase type II subunit gamma
Q13557,Calcium/calmodulin-dependent protein kinase type II subunit delta
Q13619,Cullin-4A
Q13621,Solute carrier family 12 member 1
Q13627,Dual specificity tyrosine-phosphorylation-regulated kinase 1A
Q13639,5-hydroxytryptamine receptor 4
Q13671,Ras and Rab interactor 1
Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
Q13705,Activin receptor type-2B
Q13733,Sodium/potassium-transporting ATPase subunit alpha-4
Q13873,Bone morphogenetic protein receptor type-2
Q13882,Protein-tyrosine kinase 6
Q13885,Tubulin beta-2A chain
Q13887,Krueppel-like factor 5
Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
Q13946,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A"
Q13951,Core-binding factor subunit beta
Q13956,"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"
Q13976,cGMP-dependent protein kinase 1
Q14004,Cyclin-dependent kinase 13
Q14012,Calcium/calmodulin-dependent protein kinase type 1
Q14123,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C"
Q14164,Inhibitor of nuclear factor kappa-B kinase subunit epsilon
Q14289,Protein-tyrosine kinase 2-beta
Q14330,N-arachidonyl glycine receptor
Q14376,UDP-glucose 4-epimerase
Q14416,Metabotropic glutamate receptor 2
Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"
Q14524,Sodium channel protein type 5 subunit alpha
Q14534,Squalene monooxygenase
Q14542,Equilibrative nucleoside transporter 2
Q14576,ELAV-like protein 3
Q14654,ATP-sensitive inward rectifier potassium channel 11
Q14676,Mediator of DNA damage checkpoint protein 1
Q14680,Maternal embryonic leucine zipper kinase
Q14683,Structural maintenance of chromosomes protein 1A
Q14721,Potassium voltage-gated channel subfamily B member 1
Q14790,Caspase-8
Q14831,Metabotropic glutamate receptor 7
Q14832,Metabotropic glutamate receptor 3
Q14833,Metabotropic glutamate receptor 4
Q14839,Chromodomain-helicase-DNA-binding protein 4
Q14940,Sodium/hydrogen exchanger 5
